MIM Number,Approved Gene Symbol,Phenotypes,inheritance,recessive,dominant
604983,POLG2,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4, 610131 (3), Autosomal dominant; ?Mitochondrial DNA depletion syndrome 16 (hepatic type), 618528 (3), Autosomal recessive; ?Mitochondrial DNA depletion syndrome 16B (neuroophthalmic type), 619425 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
604067,RGS9,"Prolonged electroretinal response suppression 1, 608415 (3), Autosomal recessive",Autosomal recessive,1,0
604025,AXIN2,"Colorectal cancer, somatic, 114500 (3); Oligodontia-colorectal cancer syndrome, 608615 (3), Autosomal dominant",Autosomal dominant,0,1
618980,CEP112,"Spermatogenic failure 44, 619044 (3), Autosomal recessive",Autosomal recessive,1,0
604450,PSMD12,"Stankiewicz-Isidor syndrome, 617516 (3), Autosomal dominant",Autosomal dominant,0,1
601819,BPTF,"Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies, 617755 (3), Autosomal dominant",Autosomal dominant,0,1
610008,ARSG,"Usher syndrome, type IV, 618144 (3), Autosomal recessive",Autosomal recessive,1,0
188830,PRKAR1A,"Pigmented nodular adrenocortical disease, primary, 1, 610489 (3), Autosomal dominant; Acrodysostosis 1, with or without hormone resistance, 101800 (3), Autosomal dominant; Adrenocortical tumor, somatic (3); Carney complex, type 1, 160980 (3), Autosomal dominant; Myxoma, intracardiac, 255960 (3), Autosomal dominant",Autosomal dominant,0,1
611062,FAM20A,"Amelogenesis imperfecta, type IG (enamel-renal syndrome), 204690 (3), Autosomal recessive",Autosomal recessive,1,0
612503,ABCA5,"?Hypertrichosis, congenital generalized, with gingival hyperplasia, 135400 (3), Autosomal recessive",Autosomal recessive,1,0
605722,KCNJ16,"Hypokalemic tubulopathy and deafness, 619406 (3), Autosomal recessive",Autosomal recessive,1,0
600681,KCNJ2,"Atrial fibrillation, familial, 9, 613980 (3), Autosomal dominant; Andersen syndrome, 170390 (3), Autosomal dominant; Short QT syndrome 3, 609622 (3), Autosomal dominant",Autosomal dominant,0,1
608160,SOX9,"Campomelic dysplasia with autosomal sex reversal, 114290 (3), Autosomal dominant; Acampomelic campomelic dysplasia, 114290 (3), Autosomal dominant; Campomelic dysplasia, 114290 (3), Autosomal dominant",Autosomal dominant,0,1
606973,COG1,"Congenital disorder of glycosylation, type IIg, 611209 (3), Autosomal recessive",Autosomal recessive,1,0
605483,DNAI2,"Ciliary dyskinesia, primary, 9, with or without situs inversus, 612444 (3), Autosomal recessive",Autosomal recessive,1,0
604990,NHERF1,"Nephrolithiasis/osteoporosis, hypophosphatemic, 2, 612287 (3), Autosomal dominant",Autosomal dominant,0,1
103270,FDXR,"Auditory neuropathy and optic atrophy, 617717 (3), Autosomal recessive",Autosomal recessive,1,0
607696,USH1G,"Usher syndrome, type 1G, 606943 (3), Autosomal recessive",Autosomal recessive,1,0
605752,HID1,"Developmental and epileptic encephalopathy 105 with hypopituitarism, 619983 (3), Autosomal recessive",Autosomal recessive,1,0
170285,NUP85,"Nephrotic syndrome, type 17, 618176 (3), Autosomal recessive",Autosomal recessive,1,0
611974,MRPS7,"?Combined oxidative phosphorylation deficiency 34, 617872 (3), Autosomal recessive",Autosomal recessive,1,0
606521,SLC25A19,"Microcephaly, Amish type, 607196 (3), Autosomal recessive; Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type), 613710 (3), Autosomal recessive",Autosomal recessive,1,0
618163,TMEM94,"Intellectual developmental disorder with cardiac defects and dysmorphic facies, 618316 (3), Autosomal recessive",Autosomal recessive,1,0
608755,TSEN54,"Pontocerebellar hypoplasia type 2A, 277470 (3), Autosomal recessive; Pontocerebellar hypoplasia type 4, 225753 (3), Autosomal recessive; ?Pontocerebellar hypoplasia type 5, 610204 (3), Autosomal recessive",Autosomal recessive,1,0
147557,ITGB4,"Epidermolysis bullosa, junctional 5B, with pyloric atresia, 226730 (3), Autosomal recessive; Epidermolysis bullosa, junctional 5A, intermediate, 619816 (3), Autosomal recessive",Autosomal recessive,1,0
604313,GALK1,"Galactokinase deficiency with cataracts, 230200 (3), Autosomal recessive",Autosomal recessive,1,0
601058,H3-3B,"Bryant-Li-Bhoj neurodevelopmental syndrome 2, 619721 (3), Autosomal dominant",Autosomal dominant,0,1
608897,UNC13D,"Hemophagocytic lymphohistiocytosis, familial, 3, 608898 (3), Autosomal recessive",Autosomal recessive,1,0
606962,WBP2,"Deafness, autosomal recessive 107, 617639 (3), Autosomal recessive",Autosomal recessive,1,0
609751,ACOX1,"Mitchell syndrome, 618960 (3), Autosomal dominant; Peroxisomal acyl-CoA oxidase deficiency, 264470 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
604858,SRP68,"?Neutropenia, severe congenital, 10, autosomal recessive, 620534 (3), Autosomal recessive",Autosomal recessive,1,0
608163,EXOC7,"Neurodevelopmental disorder with seizures and brain atrophy, 619072 (3), Autosomal recessive",Autosomal recessive,1,0
602291,FOXJ1,"Ciliary dyskinesia, primary, 43, 618699 (3), Autosomal dominant",Autosomal dominant,0,1
618304,QRICH2,"Spermatogenic failure 35, 618341 (3), Autosomal recessive",Autosomal recessive,1,0
614404,RHBDF2,"Tylosis with esophageal cancer, 148500 (3), Autosomal dominant",Autosomal dominant,0,1
615262,METTL23,"Intellectual developmental disorder, autosomal recessive 44, 615942 (3), Autosomal recessive",Autosomal recessive,1,0
604061,SEPTIN9,"Amyotrophy, hereditary neuralgic, 162100 (3), Autosomal dominant",Autosomal dominant,0,1
605828,TMC6,"{Epidermodysplasia verruciformis, susceptibility to, 1}, 226400 (3), Autosomal recessive",Autosomal recessive,1,0
605829,TMC8,"{Epidermodysplasia verruciformis, susceptibility to, 2}, 618231 (3), Autosomal recessive",Autosomal recessive,1,0
610063,DNAH17,"Spermatogenic failure 39, 618643 (3), Autosomal recessive",Autosomal recessive,1,0
613165,CANT1,"Desbuquois dysplasia 1, 251450 (3), Autosomal recessive; Epiphyseal dysplasia, multiple, 7, 617719 (3), Autosomal recessive",Autosomal recessive,1,0
602770,CBX2,"?46XY sex reversal 5, 613080 (3), Autosomal recessive",Autosomal recessive,1,0
613799,CCDC40,"Ciliary dyskinesia, primary, 15, 613808 (3), Autosomal recessive",Autosomal recessive,1,0
606800,GAA,"Glycogen storage disease II, 232300 (3), Autosomal recessive",Autosomal recessive,1,0
608546,EIF4A3,"Robin sequence with cleft mandible and limb anomalies, 268305 (3), Autosomal recessive",Autosomal recessive,1,0
607211,CARD14,"Psoriasis 2, 602723 (3), Autosomal dominant; Pityriasis rubra pilaris, 173200 (3), Autosomal dominant",Autosomal dominant,0,1
605270,SGSH,"Mucopolysaccharidosis type IIIA (Sanfilippo A), 252900 (3), Autosomal recessive",Autosomal recessive,1,0
613768,RNF213,"{Moyamoya disease 2, susceptibility to}, 607151 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
602367,NPTX1,"Spinocerebellar ataxia 50, 620158 (3), Autosomal dominant",Autosomal dominant,0,1
618461,NDUFAF8,"Mitochondrial complex I deficiency, nuclear type 34, 618776 (3), Autosomal recessive",Autosomal recessive,1,0
102560,ACTG1,"Deafness, autosomal dominant 20/26, 604717 (3), Autosomal dominant; Baraitser-Winter syndrome 2, 614583 (3), Autosomal dominant",Autosomal dominant,0,1
180073,PDE6G,"Retinitis pigmentosa 57, 613582 (3), Autosomal recessive",Autosomal recessive,1,0
602375,MRPL12,"?Combined oxidative phosphorylation deficiency 45, 618951 (3), Autosomal recessive",Autosomal recessive,1,0
606794,SLC25A10,"?Mitochondrial DNA depletion syndrome 19, 618972 (3), Autosomal recessive",Autosomal recessive,1,0
138033,GCGR,"Mahvash disease, 619290 (3), Autosomal recessive",Autosomal recessive,1,0
176790,P4HB,"Cole-Carpenter syndrome 1, 112240 (3), Autosomal dominant",Autosomal dominant,0,1
601925,ARHGDIA,"Nephrotic syndrome, type 8, 615244 (3), Autosomal recessive",Autosomal recessive,1,0
602679,PCYT2,"Spastic paraplegia 82, autosomal recessive, 618770 (3), Autosomal recessive",Autosomal recessive,1,0
179035,PYCR1,"Cutis laxa, autosomal recessive, type IIIB, 614438 (3), Autosomal recessive; Cutis laxa, autosomal recessive, type IIB, 612940 (3), Autosomal recessive",Autosomal recessive,1,0
602050,RAC3,"Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies, 618577 (3), Autosomal dominant",Autosomal dominant,0,1
608347,DCXR,"[Pentosuria], 260800 (3), Autosomal recessive",Autosomal recessive,1,0
600864,CSNK1D,"Advanced sleep-phase syndrome, familial, 2, 615224 (3), Autosomal dominant",Autosomal dominant,0,1
618334,CYBC1,"Chronic granulomatous disease 5, autosomal recessive, 618935 (3), Autosomal recessive",Autosomal recessive,1,0
609226,WDR45B,"Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures, 617977 (3), Autosomal recessive",Autosomal recessive,1,0
604649,TBCD,"Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum, 617193 (3), Autosomal recessive",Autosomal recessive,1,0
606930,THOC1,"?Deafness, autosomal dominant 86, 620280 (3), Autosomal dominant",Autosomal dominant,0,1
614982,SMCHD1,"Facioscapulohumeral muscular dystrophy 2, digenic, 158901 (3), Digenic dominant; Bosma arhinia microphthalmia syndrome, 603457 (3), Autosomal dominant",Autosomal dominant,0,1
602630,TGIF1,"Holoprosencephaly 4, 142946 (3), Autosomal dominant",Autosomal dominant,0,1
150320,LAMA1,"Poretti-Boltshauser syndrome, 615960 (3), Autosomal recessive",Autosomal recessive,1,0
600532,NDUFV2,"Mitochondrial complex I deficiency, nuclear type 7, 618229 (3), Autosomal recessive",Autosomal recessive,1,0
607479,APCDD1,"Hypotrichosis 1, 605389 (3), Autosomal dominant",Autosomal dominant,0,1
613629,PIEZO2,"Arthrogryposis, distal, type 5, 108145 (3), Autosomal dominant; Arthrogryposis, distal, with impaired proprioception and touch, 617146 (3), Autosomal recessive; Arthrogryposis, distal, type 3, 114300 (3), Autosomal dominant; ?Marden-Walker syndrome, 248700 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
139312,GNAL,"Dystonia 25, 615073 (3), Autosomal dominant",Autosomal dominant,0,1
615103,TUBB6,"?Facial palsy, congenital, with ptosis and velopharyngeal dysfunction, 617732 (3), Autosomal dominant",Autosomal dominant,0,1
604581,AFG3L2,"Spastic ataxia 5, autosomal recessive, 614487 (3), Autosomal recessive; Optic atrophy 12, 618977 (3), Autosomal dominant; Spinocerebellar ataxia 28, 610246 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
609702,PSMG2,"?Proteasome-associated autoinflammatory syndrome 4, 619183 (3), Autosomal recessive",Autosomal recessive,1,0
607397,MC2R,"Glucocorticoid deficiency, due to ACTH unresponsiveness, 202200 (3), Autosomal recessive",Autosomal recessive,1,0
617782,GREB1L,"Deafness, autosomal dominant 80, 619274 (3), Autosomal dominant; Renal hypodysplasia/aplasia 3, 617805 (3), Autosomal dominant",Autosomal dominant,0,1
608677,MIB1,"Left ventricular noncompaction 7, 615092 (3), Autosomal dominant",Autosomal dominant,0,1
601656,GATA6,"Atrial septal defect 9, 614475 (3), Autosomal dominant; Persistent truncus arteriosus, 217095 (3); Pancreatic agenesis and congenital heart defects, 600001 (3), Autosomal dominant; Atrioventricular septal defect 5, 614474 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant",Autosomal dominant,0,1
604124,RBBP8,"Seckel syndrome 2, 606744 (3), Autosomal recessive; Jawad syndrome, 251255 (3), Autosomal recessive; Pancreatic carcinoma, somatic (3)",Autosomal recessive,1,0
607623,NPC1,"Niemann-Pick disease, type C1, 257220 (3), Autosomal recessive; Niemann-Pick disease, type D, 257220 (3), Autosomal recessive",Autosomal recessive,1,0
600805,LAMA3,"Epidermolysis bullosa, junctional 2A, intermediate, 619783 (3), Autosomal recessive; Epidermolysis bullosa, junctional 2C, laryngoonychocutaneous, 245660 (3), Autosomal recessive; Epidermolysis bullosa, junctional 2B, severe, 619784 (3), Autosomal recessive",Autosomal recessive,1,0
601689,TAF4B,"?Spermatogenic failure 13, 615841 (3), Autosomal recessive",Autosomal recessive,1,0
613420,KCTD1,"Scalp-ear-nipple syndrome, 181270 (3), Autosomal dominant",Autosomal dominant,0,1
600308,AQP4,"?Megalencephalic leukoencephalopathy with subcortical cysts 4, remitting, 620448 (3), Autosomal recessive",Autosomal recessive,1,0
114020,CDH2,"Arrhythmogenic right ventricular dysplasia 14, 618920 (3), Autosomal dominant; ?Attention deficit-hyperactivity disorder 8, 619957 (3), Autosomal recessive; Agenesis of corpus callosum, cardiac, ocular, and genital syndrome, 618929 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
600271,DSC3,"Hypotrichosis and recurrent skin vesicles, 613102 (3), Autosomal recessive",Autosomal recessive,1,0
125645,DSC2,"Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair, 610476 (3), Autosomal dominant, Autosomal recessive; Arrhythmogenic right ventricular dysplasia 11, 610476 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
125670,DSG1,"Keratosis palmoplantaris striata I, AD, 148700 (3), Autosomal dominant; Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE, 615508 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
607892,DSG4,"Hypotrichosis 6, 607903 (3), Autosomal recessive",Autosomal recessive,1,0
169615,DSG3,"Blistering, acantholytic, of oral and laryngeal mucosa, 619226 (3), Autosomal recessive",Autosomal recessive,1,0
125671,DSG2,"Cardiomyopathy, dilated, 1BB, 612877 (3), Autosomal recessive; Arrhythmogenic right ventricular dysplasia 10, 610193 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
176300,TTR,"Amyloidosis, hereditary, transthyretin-related, 105210 (3), Autosomal dominant; Carpal tunnel syndrome, familial, 115430 (3), Autosomal dominant; [Dystransthyretinemic hyperthyroxinemia], 145680 (3), Autosomal dominant",Autosomal dominant,0,1
610432,RNF125,"Tenorio syndrome, 616260 (3), Autosomal dominant",Autosomal dominant,0,1
615115,ASXL3,"Bainbridge-Ropers syndrome, 615485 (3), Autosomal dominant",Autosomal dominant,0,1
601239,DTNA,"Left ventricular noncompaction 1, with or without congenital heart defects, 604169 (3), Autosomal dominant",Autosomal dominant,0,1
605789,MAPRE2,"Symmetric circumferential skin creases, congenital, 2, 616734 (3), Autosomal dominant",Autosomal dominant,0,1
616054,ELP2,"Intellectual developmental disorder, autosomal recessive 58, 617270 (3), Autosomal recessive",Autosomal recessive,1,0
613274,MOCOS,"Xanthinuria, type II, 603592 (3), Autosomal recessive",Autosomal recessive,1,0
609691,FHOD3,"Cardiomyopathy, familial hypertrophic, 28, 619402 (3), Autosomal dominant",Autosomal dominant,0,1
611060,SETBP1,"Schinzel-Giedion midface retraction syndrome, 269150 (3), Autosomal dominant; Intellectual developmental disorder, autosomal dominant 29, 616078 (3), Autosomal dominant",Autosomal dominant,0,1
615068,EPG5,"Vici syndrome, 242840 (3), Autosomal recessive",Autosomal recessive,1,0
164360,ATP5F1A,"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4A, 620358 (3), Autosomal dominant; ?Combined oxidative phosphorylation deficiency 22, 616045 (3), Autosomal recessive; ?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4B, encephalopathic type, 615228 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
613072,LOXHD1,"Deafness, autosomal recessive 77, 613079 (3), Autosomal recessive",Autosomal recessive,1,0
609382,IER3IP1,"Microcephaly, epilepsy, and diabetes syndrome, 614231 (3), Autosomal recessive",Autosomal recessive,1,0
601366,SMAD2,"Loeys-Dietz syndrome 6, 619656 (3), Autosomal dominant; Congenital heart defects, multiple types, 8, with or without heterotaxy, 619657 (3), Autosomal dominant",Autosomal dominant,0,1
607461,DYM,"Smith-McCort dysplasia, 607326 (3), Autosomal recessive; Dyggve-Melchior-Clausen disease, 223800 (3), Autosomal recessive",Autosomal recessive,1,0
619979,C18orf32,"?Glycosylphosphatidylinositol biosynthesis defect 25, 619985 (3), Autosomal recessive",Autosomal recessive,1,0
606540,MYO5B,"Diarrhea 2, with microvillus atrophy, with or without cholestasis, 251850 (3), Autosomal recessive; Cholestasis, progressive familial intrahepatic, 10, 619868 (3), Autosomal recessive",Autosomal recessive,1,0
614759,CFAP53,"Heterotaxy, visceral, 6, autosomal recessive, 614779 (3), Autosomal recessive",Autosomal recessive,1,0
600993,SMAD4,"Pancreatic cancer, somatic, 260350 (3); Myhre syndrome, 139210 (3), Autosomal dominant; Polyposis, juvenile intestinal, 174900 (3), Autosomal dominant; Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome, 175050 (3), Autosomal dominant",Autosomal dominant,0,1
120470,DCC,"Mirror movements 1 and/or agenesis of the corpus callosum, 157600 (3), Autosomal dominant; Esophageal carcinoma, somatic, 133239 (3); Colorectal cancer, somatic, 114500 (3); Gaze palsy, familial horizontal, with progressive scoliosis, 2, 617542 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
602272,TCF4,"Pitt-Hopkins syndrome, 610954 (3), Autosomal dominant; Corneal dystrophy, Fuchs endothelial, 3, 613267 (3), Autosomal dominant",Autosomal dominant,0,1
612386,FECH,"Protoporphyria, erythropoietic, 1, 177000 (3), Autosomal recessive",Autosomal recessive,1,0
108410,NARS1,"Neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities, autosomal dominant, 619092 (3), Autosomal dominant; Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive, 619091 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
